AccYrMo,ValYrMo,Line,Type,Limit,Deductible,TotalPayment,reportedCount,closedPaidCount,closedUnPaidCount,openCount,Paid,Outstanding,Incurred
2008-01,2013-01,Auto,PD,20000.0,1000,7509.548931,1,1,0,0,7509.548931,0,7509.548931
2008-02,2008-03,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2008-02,2008-03,Auto,PD,15000.0,1000,20472.887531,3,3,0,0,20472.887531,0,20472.887531
2008-02,2008-03,Auto,PD,20000.0,1000,1276.47756,1,1,0,0,1276.47756,0,1276.47756
2008-02,2008-04,Auto,PD,15000.0,1000,8657.659487,2,2,0,0,8657.659487,0,8657.659487
2008-02,2008-04,Auto,PD,20000.0,1000,13451.51703,2,1,1,0,13451.51703,0,13451.51703
2008-02,2008-05,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2008-02,2008-05,Auto,PD,15000.0,1000,7104.557731000001,2,2,0,0,7104.557731000001,0,7104.557731000001
2008-02,2008-05,Auto,PD,20000.0,1000,64928.072473,6,6,0,0,64928.072473,0,64928.072473
2008-02,2008-06,Auto,PD,15000.0,1000,31614.426012999997,4,4,0,0,31614.426012999997,0,31614.426012999997
2008-02,2008-06,Auto,PD,20000.0,1000,31840.263210999998,3,3,0,0,31840.263210999998,0,31840.263210999998
2008-02,2008-07,Auto,PD,8000.0,1000,11497.242064,2,2,0,0,11497.242064,0,11497.242064
2008-02,2008-07,Auto,PD,15000.0,1000,22206.288385,3,3,0,0,22206.288385,0,22206.288385
2008-02,2008-07,Auto,PD,20000.0,1000,26289.578552,3,3,0,0,26289.578552,0,26289.578552
2008-02,2008-08,Auto,PD,8000.0,1000,14000.0,2,2,0,0,14000.0,0,14000.0
2008-02,2008-08,Auto,PD,15000.0,1000,27776.079178,3,3,0,0,27776.079178,0,27776.079178
2008-02,2008-08,Auto,PD,20000.0,1000,22906.617279,3,3,0,0,22906.617279,0,22906.617279
2008-02,2008-09,Auto,PD,8000.0,1000,13238.362475,3,3,0,0,13238.362475,0,13238.362475
2008-02,2008-09,Auto,PD,15000.0,1000,24081.115203,3,3,0,0,24081.115203,0,24081.115203
2008-02,2008-09,Auto,PD,20000.0,1000,31182.191684999998,5,4,1,0,31182.191684999998,0,31182.191684999998
2008-02,2008-10,Auto,PD,8000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2008-10,Auto,PD,15000.0,1000,18694.748538,3,2,1,0,18694.748538,0,18694.748538
2008-02,2008-10,Auto,PD,20000.0,1000,14999.779768999999,2,2,0,0,14999.779768999999,0,14999.779768999999
2008-02,2008-11,Auto,PD,8000.0,1000,9116.170588,2,2,0,0,9116.170588,0,9116.170588
2008-02,2008-11,Auto,PD,15000.0,1000,2804.9901600000003,1,1,0,0,2804.9901600000003,0,2804.9901600000003
2008-02,2008-11,Auto,PD,20000.0,1000,59749.00238399999,6,6,0,0,59749.00238399999,0,59749.00238399999
2008-02,2008-12,Auto,PD,8000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2008-12,Auto,PD,15000.0,1000,5965.23232,1,1,0,0,5965.23232,0,5965.23232
2008-02,2008-12,Auto,PD,20000.0,1000,4880.699688000001,1,1,0,0,4880.699688000001,0,4880.699688000001
2008-02,2009-01,Auto,PD,8000.0,1000,14000.0,2,2,0,0,14000.0,0,14000.0
2008-02,2009-01,Auto,PD,15000.0,1000,18268.677452000004,3,3,0,0,18268.677452000004,0,18268.677452000004
2008-02,2009-01,Auto,PD,20000.0,1000,44723.629222,4,4,0,0,44723.629222,0,44723.629222
2008-02,2009-02,Auto,PD,8000.0,1000,13397.368767,3,2,1,0,13397.368767,0,13397.368767
2008-02,2009-02,Auto,PD,15000.0,1000,8122.5949120000005,4,3,1,0,8122.5949120000005,0,8122.5949120000005
2008-02,2009-02,Auto,PD,20000.0,1000,23598.73227,2,2,0,0,23598.73227,0,23598.73227
2008-02,2009-03,Auto,PD,15000.0,1000,8574.890654,1,1,0,0,8574.890654,0,8574.890654
2008-02,2009-03,Auto,PD,20000.0,1000,22685.512316,3,3,0,0,22685.512316,0,22685.512316
2008-02,2009-04,Auto,PD,8000.0,1000,3756.662389,1,1,0,0,3756.662389,0,3756.662389
2008-02,2009-04,Auto,PD,15000.0,1000,6110.401736,1,1,0,0,6110.401736,0,6110.401736
2008-02,2009-04,Auto,PD,20000.0,1000,21761.790010999997,4,3,1,0,21761.790010999997,0,21761.790010999997
2008-02,2009-05,Auto,PD,15000.0,1000,29361.888159000002,4,4,0,0,29361.888159000002,0,29361.888159000002
2008-02,2009-05,Auto,PD,20000.0,1000,15384.1799,1,1,0,0,15384.1799,0,15384.1799
2008-02,2009-06,Auto,PD,15000.0,1000,2999.97878,1,1,0,0,2999.97878,0,2999.97878
2008-02,2009-06,Auto,PD,20000.0,1000,2437.6707539999998,2,1,1,0,2437.6707539999998,0,2437.6707539999998
2008-02,2009-07,Auto,PD,15000.0,1000,21574.385638000003,3,3,0,0,21574.385638000003,0,21574.385638000003
2008-02,2009-07,Auto,PD,20000.0,1000,6984.714122,1,1,0,0,6984.714122,0,6984.714122
2008-02,2009-08,Auto,PD,8000.0,1000,9380.609244,2,2,0,0,9380.609244,0,9380.609244
2008-02,2009-08,Auto,PD,15000.0,1000,11224.461640000001,1,1,0,0,11224.461640000001,0,11224.461640000001
2008-02,2009-08,Auto,PD,20000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2009-09,Auto,PD,15000.0,1000,5507.139053,1,1,0,0,5507.139053,0,5507.139053
2008-02,2009-09,Auto,PD,20000.0,1000,18269.36853,5,4,1,0,18269.36853,0,18269.36853
2008-02,2009-10,Auto,PD,15000.0,1000,21294.474781000004,4,4,0,0,21294.474781000004,0,21294.474781000004
2008-02,2009-10,Auto,PD,20000.0,1000,14721.4348,1,1,0,0,14721.4348,0,14721.4348
2008-02,2009-10,Home,Dwelling,300000.0,20000,207719.7067,1,1,0,0,207719.7067,0,207719.7067
2008-02,2009-11,Auto,PD,15000.0,1000,24586.55551,2,2,0,0,24586.55551,0,24586.55551
2008-02,2009-11,Auto,PD,20000.0,1000,16005.719324,2,2,0,0,16005.719324,0,16005.719324
2008-02,2009-11,Home,Dwelling,200000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2009-11,Home,Dwelling,300000.0,20000,87069.94492000001,1,1,0,0,87069.94492000001,0,87069.94492000001
2008-02,2009-12,Auto,PD,8000.0,1000,4023.598412,1,1,0,0,4023.598412,0,4023.598412
2008-02,2009-12,Home,Dwelling,200000.0,20000,59633.53762,2,1,1,0,59633.53762,0,59633.53762
2008-02,2010-01,Auto,PD,8000.0,1000,5797.918455,2,2,0,0,5797.918455,0,5797.918455
2008-02,2010-01,Auto,PD,15000.0,1000,17918.227809,2,2,0,0,17918.227809,0,17918.227809
2008-02,2010-01,Auto,PD,20000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2010-02,Auto,PD,20000.0,1000,16167.228653000002,3,2,1,0,16167.228653000002,0,16167.228653000002
2008-02,2010-02,Home,Dwelling,300000.0,20000,324977.75912000006,4,3,1,0,324977.75912000006,0,324977.75912000006
2008-02,2010-03,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2008-02,2010-03,Auto,PD,15000.0,1000,27428.68456,2,2,0,0,27428.68456,0,27428.68456
2008-02,2010-03,Home,Dwelling,200000.0,20000,250609.06958,2,2,0,0,250609.06958,0,250609.06958
2008-02,2010-03,Home,Dwelling,300000.0,20000,678793.7569,4,3,1,0,678793.7569,0,678793.7569
2008-02,2010-04,Auto,PD,15000.0,1000,15789.407142,2,2,0,0,15789.407142,0,15789.407142
2008-02,2010-04,Home,Dwelling,200000.0,20000,75541.74037,1,1,0,0,75541.74037,0,75541.74037
2008-02,2010-04,Home,Dwelling,300000.0,20000,1178223.1189,5,5,0,0,1178223.1189,0,1178223.1189
2008-02,2010-05,Auto,PD,8000.0,1000,7000.0,2,1,1,0,7000.0,0,7000.0
2008-02,2010-05,Auto,PD,20000.0,1000,4296.884727000001,1,1,0,0,4296.884727000001,0,4296.884727000001
2008-02,2010-05,Home,Dwelling,200000.0,20000,408432.89965,4,3,1,0,408432.89965,0,408432.89965
2008-02,2010-05,Home,Dwelling,300000.0,20000,355114.86617,2,2,0,0,355114.86617,0,355114.86617
2008-02,2010-06,Auto,PD,8000.0,1000,4349.8974,1,1,0,0,4349.8974,0,4349.8974
2008-02,2010-06,Auto,PD,15000.0,1000,3999.992407,1,1,0,0,3999.992407,0,3999.992407
2008-02,2010-06,Auto,PD,20000.0,1000,5217.595905,1,1,0,0,5217.595905,0,5217.595905
2008-02,2010-06,Home,Dwelling,200000.0,20000,335825.9621,2,2,0,0,335825.9621,0,335825.9621
2008-02,2010-06,Home,Dwelling,300000.0,20000,613646.60829,5,4,1,0,613646.60829,0,613646.60829
2008-02,2010-07,Auto,PD,15000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2010-07,Auto,PD,20000.0,1000,3869.908718,1,1,0,0,3869.908718,0,3869.908718
2008-02,2010-07,Home,Dwelling,200000.0,20000,933388.4917400001,7,6,1,0,933388.4917400001,0,933388.4917400001
2008-02,2010-07,Home,Dwelling,300000.0,20000,796519.1628,7,4,3,0,796519.1628,0,796519.1628
2008-02,2010-08,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2008-02,2010-08,Auto,PD,15000.0,1000,3185.902693,1,1,0,0,3185.902693,0,3185.902693
2008-02,2010-08,Home,Dwelling,200000.0,20000,360000.0,2,2,0,0,360000.0,0,360000.0
2008-02,2010-08,Home,Dwelling,300000.0,20000,837656.0080500001,7,5,2,0,837656.0080500001,0,837656.0080500001
2008-02,2010-09,Home,Dwelling,200000.0,20000,180000.0,1,1,0,0,180000.0,0,180000.0
2008-02,2010-09,Home,Dwelling,300000.0,20000,862253.5376800001,7,5,2,0,862253.5376800001,0,862253.5376800001
2008-02,2010-10,Home,Dwelling,200000.0,20000,180000.0,5,1,4,0,180000.0,0,180000.0
2008-02,2010-10,Home,Dwelling,300000.0,20000,1457605.6206999999,9,7,2,0,1457605.6206999999,0,1457605.6206999999
2008-02,2010-11,Home,Dwelling,200000.0,20000,320142.4023,2,2,0,0,320142.4023,0,320142.4023
2008-02,2010-11,Home,Dwelling,300000.0,20000,435072.95704999997,8,3,5,0,435072.95704999997,0,435072.95704999997
2008-02,2010-12,Home,Dwelling,200000.0,20000,180000.0,3,1,2,0,180000.0,0,180000.0
2008-02,2010-12,Home,Dwelling,300000.0,20000,703582.0555,3,3,0,0,703582.0555,0,703582.0555
2008-02,2011-01,Home,Dwelling,200000.0,20000,279951.23946,2,2,0,0,279951.23946,0,279951.23946
2008-02,2011-01,Home,Dwelling,300000.0,20000,560000.0,4,2,2,0,560000.0,0,560000.0
2008-02,2011-02,Home,Dwelling,200000.0,20000,180000.0,2,1,1,0,180000.0,0,180000.0
2008-02,2011-02,Home,Dwelling,300000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2011-03,Home,Dwelling,200000.0,20000,180000.0,1,1,0,0,180000.0,0,180000.0
2008-02,2011-03,Home,Dwelling,300000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2008-02,2011-04,Home,Dwelling,200000.0,20000,360000.0,2,2,0,0,360000.0,0,360000.0
2008-02,2011-06,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2008-02,2011-10,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2008-02,2011-12,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2008-02,2011-12,Auto,PD,20000.0,1000,6471.002738,1,1,0,0,6471.002738,0,6471.002738
2008-02,2012-01,Auto,PD,15000.0,1000,3597.92682,1,1,0,0,3597.92682,0,3597.92682
2008-02,2012-01,Auto,PD,20000.0,1000,5694.556715,1,1,0,0,5694.556715,0,5694.556715
2008-02,2012-03,Auto,PD,15000.0,1000,2696.680976,1,1,0,0,2696.680976,0,2696.680976
2008-02,2012-07,Auto,PD,20000.0,1000,4607.561736,1,1,0,0,4607.561736,0,4607.561736
2008-02,2012-08,Auto,PD,20000.0,1000,19000.0,1,1,0,0,19000.0,0,19000.0
2008-02,2012-10,Auto,PD,20000.0,1000,29395.358079999998,2,2,0,0,29395.358079999998,0,29395.358079999998
2008-02,2013-09,Auto,PD,8000.0,1000,5688.953874,1,1,0,0,5688.953874,0,5688.953874
2008-02,2013-12,Auto,PD,20000.0,1000,6803.3099010000005,1,1,0,0,6803.3099010000005,0,6803.3099010000005
2008-03,2008-04,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2008-03,2008-04,Auto,PD,20000.0,1000,34805.786934,3,3,0,0,34805.786934,0,34805.786934
2008-03,2008-05,Auto,PD,15000.0,1000,3177.8424210000003,1,1,0,0,3177.8424210000003,0,3177.8424210000003
2008-03,2008-05,Auto,PD,20000.0,1000,24771.610922,4,4,0,0,24771.610922,0,24771.610922
2008-03,2008-06,Auto,PD,8000.0,1000,12050.79491,3,3,0,0,12050.79491,0,12050.79491
2008-03,2008-06,Auto,PD,15000.0,1000,17140.967975,3,2,1,0,17140.967975,0,17140.967975
2008-03,2008-06,Auto,PD,20000.0,1000,61220.812038000004,6,6,0,0,61220.812038000004,0,61220.812038000004
2008-03,2008-07,Auto,PD,8000.0,1000,5686.394106000001,1,1,0,0,5686.394106000001,0,5686.394106000001
2008-03,2008-07,Auto,PD,15000.0,1000,27645.505076,4,4,0,0,27645.505076,0,27645.505076
2008-03,2008-07,Auto,PD,20000.0,1000,21224.781279,2,2,0,0,21224.781279,0,21224.781279
2008-03,2008-08,Auto,PD,8000.0,1000,28033.214842000005,5,5,0,0,28033.214842000005,0,28033.214842000005
2008-03,2008-08,Auto,PD,15000.0,1000,19755.579130000002,3,3,0,0,19755.579130000002,0,19755.579130000002
2008-03,2008-08,Auto,PD,20000.0,1000,35718.575658,4,4,0,0,35718.575658,0,35718.575658
2008-03,2008-09,Auto,PD,15000.0,1000,4858.651707999999,1,1,0,0,4858.651707999999,0,4858.651707999999
2008-03,2008-09,Auto,PD,20000.0,1000,7732.8317609999995,2,2,0,0,7732.8317609999995,0,7732.8317609999995
2008-03,2008-10,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2008-03,2008-10,Auto,PD,20000.0,1000,58035.009198,5,5,0,0,58035.009198,0,58035.009198
2008-03,2008-11,Auto,PD,8000.0,1000,11925.395607,3,2,1,0,11925.395607,0,11925.395607
2008-03,2008-11,Auto,PD,15000.0,1000,21750.333065,3,3,0,0,21750.333065,0,21750.333065
2008-03,2008-11,Auto,PD,20000.0,1000,36677.161871,3,3,0,0,36677.161871,0,36677.161871
2008-03,2008-12,Auto,PD,8000.0,1000,1662.124899,1,1,0,0,1662.124899,0,1662.124899
2008-03,2008-12,Auto,PD,15000.0,1000,2331.582326,1,1,0,0,2331.582326,0,2331.582326
2008-03,2008-12,Auto,PD,20000.0,1000,31229.180789000005,5,4,1,0,31229.180789000005,0,31229.180789000005
2008-03,2009-01,Auto,PD,8000.0,1000,8755.737743,2,2,0,0,8755.737743,0,8755.737743
2008-03,2009-01,Auto,PD,15000.0,1000,19099.059232,2,2,0,0,19099.059232,0,19099.059232
2008-03,2009-01,Auto,PD,20000.0,1000,25069.898881999998,4,4,0,0,25069.898881999998,0,25069.898881999998
2008-03,2009-02,Auto,PD,8000.0,1000,26160.428571,4,4,0,0,26160.428571,0,26160.428571
2008-03,2009-02,Auto,PD,15000.0,1000,2415.226866,1,1,0,0,2415.226866,0,2415.226866
2008-03,2009-02,Auto,PD,20000.0,1000,22745.969209,3,3,0,0,22745.969209,0,22745.969209
2008-03,2009-03,Auto,PD,8000.0,1000,17148.848511,3,3,0,0,17148.848511,0,17148.848511
2008-03,2009-03,Auto,PD,15000.0,1000,43529.473275,4,4,0,0,43529.473275,0,43529.473275
2008-03,2009-03,Auto,PD,20000.0,1000,12122.354045999999,3,3,0,0,12122.354045999999,0,12122.354045999999
2008-03,2009-04,Auto,PD,15000.0,1000,12455.398511,2,2,0,0,12455.398511,0,12455.398511
2008-03,2009-04,Auto,PD,20000.0,1000,37531.885558,5,4,1,0,37531.885558,0,37531.885558
2008-03,2009-05,Auto,PD,15000.0,1000,11172.065125000001,2,2,0,0,11172.065125000001,0,11172.065125000001
2008-03,2009-05,Auto,PD,20000.0,1000,44361.780117,5,5,0,0,44361.780117,0,44361.780117
2008-03,2009-06,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
