Region,LOB,origin,development,reportedCount,Incurred
New_York,COLL,2017-07,2017-10,0,1024.0
New_York,COLL,2017-08,2017-08,8,26667.0
New_York,COLL,2017-08,2017-09,0,16501.0
New_York,COLL,2017-08,2017-10,0,13964.0
New_York,COLL,2017-08,2017-11,0,2524.0
New_York,COLL,2017-09,2017-09,10,34874.0
New_York,COLL,2017-09,2017-10,0,19344.0
New_York,COLL,2017-09,2017-11,0,16271.0
New_York,COLL,2017-09,2017-12,0,3479.0
New_York,COLL,2017-10,2017-10,10,23383.0
New_York,COLL,2017-10,2017-11,0,13540.0
New_York,COLL,2017-10,2017-12,0,11673.0
New_York,COLL,2017-10,2018-01,0,-664.0
New_York,COLL,2017-11,2017-11,13,45888.0
New_York,COLL,2017-11,2017-12,0,29564.0
New_York,COLL,2017-11,2018-01,0,22590.0
New_York,COLL,2017-11,2018-02,0,-3722.0
New_York,COLL,2017-12,2017-12,10,27544.0
New_York,COLL,2017-12,2018-01,0,16089.0
New_York,COLL,2017-12,2018-02,0,10001.0
New_York,COLL,2017-12,2018-03,0,740.0
New_York,COLL,2018-01,2018-01,10,30304.0
New_York,COLL,2018-01,2018-02,0,19153.0
New_York,COLL,2018-01,2018-03,0,9528.0
New_York,COLL,2018-01,2018-04,0,3559.0
New_York,COLL,2018-02,2018-02,8,19713.0
New_York,COLL,2018-02,2018-03,0,11150.0
New_York,COLL,2018-02,2018-04,0,8473.0
New_York,COLL,2018-02,2018-05,0,1127.0
New_York,COLL,2018-03,2018-03,15,45651.0
New_York,COLL,2018-03,2018-04,0,24654.0
New_York,COLL,2018-03,2018-05,0,17159.0
New_York,COLL,2018-03,2018-06,0,4563.0
New_York,COLL,2018-04,2018-04,13,35964.0
New_York,COLL,2018-04,2018-05,0,23409.0
New_York,COLL,2018-04,2018-06,0,23358.0
New_York,COLL,2018-04,2018-07,0,5742.0
New_York,COLL,2018-05,2018-05,11,33143.0
New_York,COLL,2018-05,2018-06,0,18301.0
New_York,COLL,2018-05,2018-07,0,17790.0
New_York,COLL,2018-05,2018-08,0,2576.0
New_York,COLL,2018-06,2018-06,11,25060.0
New_York,COLL,2018-06,2018-07,0,14167.0
New_York,COLL,2018-06,2018-08,0,11539.0
New_York,COLL,2018-06,2018-09,0,3341.0
New_York,COLL,2018-07,2018-07,7,22429.0
New_York,COLL,2018-07,2018-08,0,10443.0
New_York,COLL,2018-07,2018-09,0,7769.0
New_York,COLL,2018-07,2018-10,0,634.0
New_York,COLL,2018-08,2018-08,13,41410.0
New_York,COLL,2018-08,2018-09,0,27408.0
New_York,COLL,2018-08,2018-10,0,18192.0
New_York,COLL,2018-08,2018-11,0,4131.0
New_York,COLL,2018-09,2018-09,12,32449.0
New_York,COLL,2018-09,2018-10,0,16061.0
New_York,COLL,2018-09,2018-11,0,15755.0
New_York,COLL,2018-09,2018-12,0,3411.0
New_York,COLL,2018-10,2018-10,15,43696.0
New_York,COLL,2018-10,2018-11,0,23879.0
New_York,COLL,2018-10,2018-12,0,17526.0
New_York,COLL,2018-10,2019-01,0,1393.0
New_York,COLL,2018-11,2018-11,9,26573.0
New_York,COLL,2018-11,2018-12,0,17431.0
New_York,COLL,2018-11,2019-01,0,11847.0
New_York,COLL,2018-11,2019-02,0,5096.0
New_York,COLL,2018-12,2018-12,12,45543.0
New_York,COLL,2018-12,2019-01,0,27575.0
New_York,COLL,2018-12,2019-02,0,25544.0
New_York,COLL,2018-12,2019-03,0,7314.0
New_York,COLL,2019-01,2019-01,13,33886.0
New_York,COLL,2019-01,2019-02,0,22401.0
New_York,COLL,2019-01,2019-03,0,17363.0
New_York,COLL,2019-01,2019-04,0,-405.0
New_York,COLL,2019-02,2019-02,10,22403.0
New_York,COLL,2019-02,2019-03,0,14211.0
New_York,COLL,2019-02,2019-04,0,9377.0
New_York,COLL,2019-02,2019-05,0,4266.0
New_York,COLL,2019-03,2019-03,13,37788.0
New_York,COLL,2019-03,2019-04,0,23940.0
New_York,COLL,2019-03,2019-05,0,16764.0
New_York,COLL,2019-03,2019-06,0,3872.0
New_York,COLL,2019-04,2019-04,12,20818.0
New_York,COLL,2019-04,2019-05,0,11189.0
New_York,COLL,2019-04,2019-06,0,9580.0
New_York,COLL,2019-04,2019-07,0,711.0
New_York,COLL,2019-05,2019-05,6,11391.0
New_York,COLL,2019-05,2019-06,0,7557.0
New_York,COLL,2019-05,2019-07,0,4630.0
New_York,COLL,2019-05,2019-08,0,2803.0
New_York,COLL,2019-06,2019-06,13,52660.0
New_York,COLL,2019-06,2019-07,0,33256.0
New_York,COLL,2019-06,2019-08,0,23150.0
New_York,COLL,2019-06,2019-09,0,3661.0
New_York,COLL,2019-07,2019-07,14,45845.0
New_York,COLL,2019-07,2019-08,0,29127.0
New_York,COLL,2019-07,2019-09,0,19962.0
New_York,COLL,2019-07,2019-10,0,2354.0
New_York,COLL,2019-08,2019-08,14,29055.0
New_York,COLL,2019-08,2019-09,0,21072.0
New_York,COLL,2019-08,2019-10,0,15305.0
New_York,COLL,2019-08,2019-11,0,4510.0
New_York,COLL,2019-09,2019-09,14,29609.0
New_York,COLL,2019-09,2019-10,0,15887.0
New_York,COLL,2019-09,2019-11,0,12546.0
New_York,COLL,2019-09,2019-12,0,1722.0
New_York,COLL,2019-10,2019-10,14,39267.0
New_York,COLL,2019-10,2019-11,0,22940.0
New_York,COLL,2019-10,2019-12,0,15921.0
New_York,COLL,2019-10,2020-01,0,2641.0
New_York,COLL,2019-11,2019-11,16,49034.0
New_York,COLL,2019-11,2019-12,0,30221.0
New_York,COLL,2019-11,2020-01,0,23016.0
New_York,COLL,2019-11,2020-02,0,4138.0
New_York,COLL,2019-12,2019-12,9,19609.0
New_York,COLL,2019-12,2020-01,0,11549.0
New_York,COLL,2019-12,2020-02,0,12949.0
New_York,COLL,2019-12,2020-03,0,-1543.0
New_York,COLL,2020-01,2020-01,8,12499.0
New_York,COLL,2020-01,2020-02,0,6745.0
New_York,COLL,2020-01,2020-03,0,5657.0
New_York,COLL,2020-01,2020-04,0,1382.0
New_York,COLL,2020-02,2020-02,8,15726.0
New_York,COLL,2020-02,2020-03,0,10162.0
New_York,COLL,2020-02,2020-04,0,5899.0
New_York,COLL,2020-02,2020-05,0,2868.0
New_York,COLL,2020-03,2020-03,15,40716.0
New_York,COLL,2020-03,2020-04,0,25036.0
New_York,COLL,2020-03,2020-05,0,12839.0
New_York,COLL,2020-03,2020-06,0,583.0
New_York,COLL,2020-04,2020-04,7,17257.0
New_York,COLL,2020-04,2020-05,0,12051.0
New_York,COLL,2020-04,2020-06,0,9551.0
New_York,COLL,2020-04,2020-07,0,-1218.0
New_York,COLL,2020-05,2020-05,11,27938.0
New_York,COLL,2020-05,2020-06,0,17445.0
New_York,COLL,2020-05,2020-07,0,13288.0
New_York,COLL,2020-05,2020-08,0,-1420.0
New_York,COLL,2020-06,2020-06,11,57755.0
New_York,COLL,2020-06,2020-07,0,39581.0
New_York,COLL,2020-06,2020-08,0,12675.0
New_York,COLL,2020-06,2020-09,0,3065.0
New_York,COLL,2020-07,2020-07,8,34455.0
New_York,COLL,2020-07,2020-08,0,17304.0
New_York,COLL,2020-07,2020-09,0,10285.0
New_York,COLL,2020-07,2020-10,0,6973.0
New_York,COLL,2020-08,2020-08,12,41589.0
New_York,COLL,2020-08,2020-09,0,23525.0
New_York,COLL,2020-08,2020-10,0,19694.0
New_York,COLL,2020-08,2020-11,0,8331.0
New_York,COLL,2020-09,2020-09,13,39909.0
New_York,COLL,2020-09,2020-10,0,19767.0
New_York,COLL,2020-09,2020-11,0,14496.0
New_York,COLL,2020-09,2020-12,0,7136.0
New_York,COLL,2020-10,2020-10,7,15764.0
New_York,COLL,2020-10,2020-11,0,8643.0
New_York,COLL,2020-10,2020-12,0,5589.0
New_York,COLL,2020-10,2021-01,0,356.0
New_York,COLL,2020-11,2020-11,10,39962.0
New_York,COLL,2020-11,2020-12,0,16578.0
New_York,COLL,2020-11,2021-01,0,17283.0
New_York,COLL,2020-11,2021-02,0,-959.0
New_York,COLL,2020-12,2020-12,15,51563.0
New_York,COLL,2020-12,2021-01,0,31444.0
New_York,COLL,2020-12,2021-02,0,24033.0
New_York,COLL,2020-12,2021-03,0,4489.0
New_York,COLL,2021-01,2021-01,21,44782.0
New_York,COLL,2021-01,2021-02,0,25385.0
New_York,COLL,2021-01,2021-03,0,21911.0
New_York,COLL,2021-01,2021-04,0,3512.0
New_York,COLL,2021-02,2021-02,14,45553.0
New_York,COLL,2021-02,2021-03,0,26918.0
New_York,COLL,2021-02,2021-04,0,17165.0
New_York,COLL,2021-02,2021-05,0,8515.0
New_York,COLL,2021-03,2021-03,10,19926.0
New_York,COLL,2021-03,2021-04,0,10416.0
New_York,COLL,2021-03,2021-05,0,10223.0
New_York,COLL,2021-03,2021-06,0,942.0
New_York,COLL,2021-04,2021-04,9,19255.0
New_York,COLL,2021-04,2021-05,0,10594.0
New_York,COLL,2021-04,2021-06,0,10714.0
New_York,COLL,2021-04,2021-07,0,3561.0
New_York,COLL,2021-05,2021-05,16,65520.0
New_York,COLL,2021-05,2021-06,0,38701.0
New_York,COLL,2021-05,2021-07,0,27125.0
New_York,COLL,2021-05,2021-08,0,796.0
New_York,COLL,2021-06,2021-06,13,28426.0
New_York,COLL,2021-06,2021-07,0,16962.0
New_York,COLL,2021-06,2021-08,0,12683.0
New_York,COLL,2021-06,2021-09,0,702.0
New_York,COLL,2021-07,2021-07,12,45798.0
New_York,COLL,2021-07,2021-08,0,22877.0
New_York,COLL,2021-07,2021-09,0,18846.0
New_York,COLL,2021-07,2021-10,0,777.0
New_York,COLL,2021-08,2021-08,11,37654.0
New_York,COLL,2021-08,2021-09,0,17212.0
New_York,COLL,2021-08,2021-10,0,15707.0
New_York,COLL,2021-08,2021-11,0,4868.0
New_York,COLL,2021-09,2021-09,8,28718.0
New_York,COLL,2021-09,2021-10,0,15737.0
New_York,COLL,2021-09,2021-11,0,16707.0
New_York,COLL,2021-09,2021-12,0,1490.0
New_York,COLL,2021-10,2021-10,9,38293.0
New_York,COLL,2021-10,2021-11,0,21319.0
New_York,COLL,2021-10,2021-12,0,19865.0
New_York,COLL,2021-10,2022-01,0,678.0
New_York,COLL,2021-11,2021-11,10,33755.0
New_York,COLL,2021-11,2021-12,0,22326.0
New_York,COLL,2021-11,2022-01,0,19555.0
New_York,COLL,2021-11,2022-02,0,4103.0
New_York,COLL,2021-12,2021-12,12,47998.0
New_York,COLL,2021-12,2022-01,0,31037.0
New_York,COLL,2021-12,2022-02,0,25639.0
New_York,COLL,2021-12,2022-03,0,5600.0
New_York,COLL,2022-01,2022-01,7,26426.0
New_York,COLL,2022-01,2022-02,0,13191.0
New_York,COLL,2022-01,2022-03,0,12617.0
New_York,COLL,2022-01,2022-04,0,973.0
New_York,COLL,2022-02,2022-02,6,15996.0
New_York,COLL,2022-02,2022-03,0,8123.0
New_York,COLL,2022-02,2022-04,0,7311.0
New_York,COLL,2022-02,2022-05,0,3196.0
New_York,COLL,2022-03,2022-03,6,12659.0
New_York,COLL,2022-03,2022-04,0,8445.0
New_York,COLL,2022-03,2022-05,0,5172.0
New_York,COLL,2022-03,2022-06,0,2105.0
New_York,COLL,2022-04,2022-04,4,15086.0
New_York,COLL,2022-04,2022-05,0,9990.0
New_York,COLL,2022-04,2022-06,0,6189.0
New_York,COLL,2022-04,2022-07,0,302.0
New_York,COLL,2022-05,2022-05,11,28176.0
New_York,COLL,2022-05,2022-06,0,17786.0
New_York,COLL,2022-05,2022-07,0,14705.0
New_York,COLL,2022-05,2022-08,0,1407.0
New_York,COLL,2022-06,2022-06,13,35245.0
New_York,COLL,2022-06,2022-07,0,19074.0
New_York,COLL,2022-06,2022-08,0,16932.0
New_York,COLL,2022-06,2022-09,0,4269.0
New_York,COLL,2022-07,2022-07,14,46020.0
New_York,COLL,2022-07,2022-08,0,24940.0
New_York,COLL,2022-07,2022-09,0,28486.0
New_York,COLL,2022-07,2022-10,0,8621.0
New_York,COLL,2022-08,2022-08,9,19123.0
New_York,COLL,2022-08,2022-09,0,11724.0
New_York,COLL,2022-08,2022-10,0,9681.0
New_York,COLL,2022-08,2022-11,0,-1130.0
New_York,COLL,2022-09,2022-09,10,36854.0
New_York,COLL,2022-09,2022-10,0,20342.0
New_York,COLL,2022-09,2022-11,0,17121.0
New_York,COLL,2022-09,2022-12,0,1565.0
New_York,COLL,2022-10,2022-10,15,64961.0
New_York,COLL,2022-10,2022-11,0,32135.0
New_York,COLL,2022-10,2022-12,0,29435.0
New_York,COLL,2022-10,2023-01,0,7237.0
New_York,COLL,2022-11,2022-11,9,51351.0
New_York,COLL,2022-11,2022-12,0,35234.0
New_York,COLL,2022-11,2023-01,0,22832.0
New_York,COLL,2022-11,2023-02,0,8844.0
New_York,COLL,2022-12,2022-12,17,50246.0
New_York,COLL,2022-12,2023-01,0,32102.0
New_York,COLL,2022-12,2023-02,0,25973.0
New_York,COLL,2022-12,2023-03,0,11489.0
New_York,COLL,2023-01,2023-01,12,33271.0
New_York,COLL,2023-01,2023-02,0,20186.0
New_York,COLL,2023-01,2023-03,0,17589.0
New_York,COLL,2023-01,2023-04,0,4039.0
New_York,COLL,2023-02,2023-02,8,27807.0
New_York,COLL,2023-02,2023-03,0,16412.0
New_York,COLL,2023-02,2023-04,0,11629.0
New_York,COLL,2023-02,2023-05,0,4323.0
New_York,COLL,2023-03,2023-03,11,34931.0
New_York,COLL,2023-03,2023-04,0,18132.0
New_York,COLL,2023-03,2023-05,0,13627.0
New_York,COLL,2023-03,2023-06,0,-4059.0
New_York,COLL,2023-04,2023-04,7,19747.0
New_York,COLL,2023-04,2023-05,0,11575.0
New_York,COLL,2023-04,2023-06,0,5848.0
New_York,COLL,2023-04,2023-07,0,893.0
New_York,COLL,2023-05,2023-05,15,38560.0
New_York,COLL,2023-05,2023-06,0,24372.0
New_York,COLL,2023-05,2023-07,0,19206.0
New_York,COLL,2023-05,2023-08,0,2288.0
New_York,COLL,2023-06,2023-06,10,33956.0
New_York,COLL,2023-06,2023-07,0,17373.0
New_York,COLL,2023-06,2023-08,0,10752.0
New_York,COLL,2023-06,2023-09,0,1123.0
New_York,COLL,2023-07,2023-07,10,27237.0
New_York,COLL,2023-07,2023-08,0,17388.0
New_York,COLL,2023-07,2023-09,0,14744.0
New_York,COLL,2023-07,2023-10,0,271.0
New_York,COLL,2023-08,2023-08,13,50310.0
New_York,COLL,2023-08,2023-09,0,29395.0
New_York,COLL,2023-08,2023-10,0,22339.0
New_York,COLL,2023-08,2023-11,0,6668.0
New_York,COLL,2023-09,2023-09,12,33501.0
New_York,COLL,2023-09,2023-10,0,19386.0
New_York,COLL,2023-09,2023-11,0,15887.0
New_York,COLL,2023-09,2023-12,0,384.0
New_York,COLL,2023-10,2023-10,13,32769.0
New_York,COLL,2023-10,2023-11,0,19368.0
New_York,COLL,2023-10,2023-12,0,16666.0
New_York,COLL,2023-10,2024-01,0,3482.0
New_York,COLL,2023-11,2023-11,15,48996.0
New_York,COLL,2023-11,2023-12,0,25385.0
New_York,COLL,2023-11,2024-01,0,18454.0
New_York,COLL,2023-11,2024-02,0,-777.0
New_York,COLL,2023-12,2023-12,9,40336.0
New_York,COLL,2023-12,2024-01,0,19990.0
New_York,COLL,2023-12,2024-02,0,19567.0
New_York,COLL,2023-12,2024-03,0,-307.0
New_York,COLL,2024-01,2024-01,12,52715.0
New_York,COLL,2024-01,2024-02,0,35424.0
New_York,COLL,2024-01,2024-03,0,27948.0
New_York,COLL,2024-01,2024-04,0,532.0
New_York,COLL,2024-02,2024-02,15,44691.0
New_York,COLL,2024-02,2024-03,0,28910.0
New_York,COLL,2024-02,2024-04,0,12715.0
New_York,COLL,2024-02,2024-05,0,6967.0
New_York,COLL,2024-03,2024-03,16,80460.0
New_York,COLL,2024-03,2024-04,0,48773.0
New_York,COLL,2024-03,2024-05,0,33734.0
New_York,COLL,2024-03,2024-06,0,6979.0
New_York,COLL,2024-04,2024-04,16,46353.0
New_York,COLL,2024-04,2024-05,0,27819.0
New_York,COLL,2024-04,2024-06,0,20777.0
New_York,COLL,2024-04,2024-07,0,8757.0
New_York,COLL,2024-05,2024-05,13,68721.0
New_York,COLL,2024-05,2024-06,0,31552.0
New_York,COLL,2024-05,2024-07,0,31370.0
New_York,COLL,2024-05,2024-08,0,-6549.0
New_York,COLL,2024-06,2024-06,4,16712.0
New_York,COLL,2024-06,2024-07,0,12418.0
New_York,COLL,2024-06,2024-08,0,9845.0
New_York,COLL,2024-06,2024-09,0,-256.0
New_York,COLL,2024-07,2024-07,7,15062.0
New_York,COLL,2024-07,2024-08,0,9541.0
New_York,COLL,2024-07,2024-09,0,7467.0
New_York,COLL,2024-07,2024-10,0,1133.0
New_York,COLL,2024-08,2024-08,7,21990.0
New_York,COLL,2024-08,2024-09,0,11309.0
New_York,COLL,2024-08,2024-10,0,7972.0
New_York,COLL,2024-08,2024-11,0,1807.0
New_York,COLL,2024-09,2024-09,8,26011.0
New_York,COLL,2024-09,2024-10,0,17129.0
New_York,COLL,2024-09,2024-11,0,10630.0
New_York,COLL,2024-09,2024-12,0,236.0
New_York,COLL,2024-10,2024-10,13,73657.0
New_York,COLL,2024-10,2024-11,0,41334.0
New_York,COLL,2024-10,2024-12,0,41683.0
New_York,COLL,2024-10,2025-01,0,3956.0
New_York,COLL,2024-11,2024-11,8,23510.0
New_York,COLL,2024-11,2024-12,0,11676.0
New_York,COLL,2024-11,2025-01,0,9007.0
New_York,COLL,2024-11,2025-02,0,4059.0
New_York,COLL,2024-12,2024-12,14,73854.0
New_York,COLL,2024-12,2025-01,0,44417.0
New_York,COLL,2024-12,2025-02,0,50814.0
New_York,COLL,2024-12,2025-03,0,18022.0
New_York,COLL,2025-01,2025-01,17,94303.0
New_York,COLL,2025-01,2025-02,0,51578.0
New_York,COLL,2025-01,2025-03,0,37944.0
New_York,COLL,2025-01,2025-04,0,2702.0
New_York,COLL,2025-02,2025-02,10,71970.0
New_York,COLL,2025-02,2025-03,0,38319.0
New_York,COLL,2025-02,2025-04,0,31251.0
New_York,COLL,2025-02,2025-05,0,-1899.0
New_York,COLL,2025-03,2025-03,13,40536.0
New_York,COLL,2025-03,2025-04,0,21360.0
New_York,COLL,2025-03,2025-05,0,15930.0
New_York,COLL,2025-03,2025-06,0,6369.0
New_York,COLL,2025-04,2025-04,7,53432.0
New_York,COLL,2025-04,2025-05,0,26515.0
New_York,COLL,2025-04,2025-06,0,20039.0
New_York,COLL,2025-04,2025-07,0,8909.0
New_York,COLL,2025-05,2025-05,11,38729.0
New_York,COLL,2025-05,2025-06,0,24833.0
New_York,COLL,2025-05,2025-07,0,24911.0
New_York,COLL,2025-05,2025-08,0,8206.0
New_York,COLL,2025-06,2025-06,9,37958.0
New_York,COLL,2025-06,2025-07,0,21824.0
New_York,COLL,2025-06,2025-08,0,17159.0
New_York,COLL,2025-06,2025-09,0,2721.0
New_York,COLL,2025-07,2025-07,10,36313.0
New_York,COLL,2025-07,2025-08,0,21266.0
New_York,COLL,2025-07,2025-09,0,14581.0
New_York,COLL,2025-07,2025-10,0,6726.0
New_York,COLL,2025-08,2025-08,8,21332.0
New_York,COLL,2025-08,2025-09,0,13026.0
New_York,COLL,2025-08,2025-10,0,9989.0
New_York,COLL,2025-08,2025-11,0,-171.0
New_York,COLL,2025-09,2025-09,7,34956.0
New_York,COLL,2025-09,2025-10,0,20740.0
New_York,COLL,2025-09,2025-11,0,13446.0
New_York,COLL,2025-09,2025-12,0,4331.0
New_York,COLL,2025-10,2025-10,9,21762.0
New_York,COLL,2025-10,2025-11,0,15555.0
New_York,COLL,2025-10,2025-12,0,11137.0
New_York,COLL,2025-11,2025-11,14,74791.0
New_York,COLL,2025-11,2025-12,0,45404.0
New_York,COLL,2025-12,2025-12,6,34305.0
New_York,TPL_BI,2016-05,2016-08,1,18520.0
New_York,TPL_BI,2016-05,2017-05,0,11880.0
New_York,TPL_BI,2016-05,2018-05,0,9809.0
New_York,TPL_BI,2016-05,2019-05,0,8436.0
New_York,TPL_BI,2016-05,2020-05,0,3826.0
New_York,TPL_BI,2016-06,2016-09,1,605.0
New_York,TPL_BI,2016-06,2017-06,0,688.0
New_York,TPL_BI,2016-06,2018-06,0,1102.0
New_York,TPL_BI,2016-06,2019-06,0,342.0
New_York,TPL_BI,2016-06,2020-06,0,138.0
New_York,TPL_BI,2016-07,2016-10,1,16405.0
New_York,TPL_BI,2016-07,2017-07,0,20616.0
New_York,TPL_BI,2016-07,2018-07,0,19374.0
New_York,TPL_BI,2016-07,2019-07,0,6610.0
New_York,TPL_BI,2016-07,2020-07,0,2412.0
New_York,TPL_BI,2016-09,2016-12,1,1407.0
New_York,TPL_BI,2016-09,2017-09,0,1163.0
New_York,TPL_BI,2016-09,2018-09,0,622.0
New_York,TPL_BI,2016-09,2019-09,0,434.0
New_York,TPL_BI,2016-09,2020-09,0,-153.0
New_York,TPL_BI,2016-10,2017-01,1,4872.0
New_York,TPL_BI,2016-10,2017-10,0,5112.0
New_York,TPL_BI,2016-10,2018-10,0,2754.0
New_York,TPL_BI,2016-10,2019-10,0,396.0
New_York,TPL_BI,2016-10,2020-10,0,-25.0
New_York,TPL_BI,2016-11,2017-02,2,3463.0
New_York,TPL_BI,2016-11,2017-11,0,4283.0
New_York,TPL_BI,2016-11,2018-11,0,4127.0
New_York,TPL_BI,2016-11,2019-11,0,2877.0
New_York,TPL_BI,2016-11,2020-11,0,1169.0
New_York,TPL_BI,2017-02,2017-05,1,16565.0
New_York,TPL_BI,2017-02,2018-02,0,18593.0
New_York,TPL_BI,2017-02,2019-02,0,17804.0
New_York,TPL_BI,2017-02,2020-02,0,4990.0
New_York,TPL_BI,2017-02,2021-02,0,5776.0
New_York,TPL_BI,2017-03,2017-06,2,67304.0
New_York,TPL_BI,2017-03,2018-03,0,62335.0
New_York,TPL_BI,2017-03,2019-03,0,66152.0
New_York,TPL_BI,2017-03,2020-03,0,46067.0
New_York,TPL_BI,2017-03,2021-03,0,30414.0
New_York,TPL_BI,2017-04,2017-07,1,563.0
New_York,TPL_BI,2017-04,2018-04,0,518.0
New_York,TPL_BI,2017-04,2019-04,0,675.0
New_York,TPL_BI,2017-04,2020-04,0,426.0
New_York,TPL_BI,2017-04,2021-04,0,439.0
New_York,TPL_BI,2017-06,2017-09,4,58428.0
New_York,TPL_BI,2017-06,2018-06,0,49637.0
New_York,TPL_BI,2017-06,2019-06,0,51450.0
New_York,TPL_BI,2017-06,2020-06,0,27997.0
New_York,TPL_BI,2017-06,2021-06,0,-792.0
New_York,TPL_BI,2017-08,2017-11,1,29430.0
New_York,TPL_BI,2017-08,2018-08,0,19110.0
New_York,TPL_BI,2017-08,2019-08,0,19003.0
New_York,TPL_BI,2017-08,2020-08,0,9712.0
New_York,TPL_BI,2017-08,2021-08,0,-183.0
New_York,TPL_BI,2017-11,2018-02,4,48456.0
New_York,TPL_BI,2017-11,2018-11,0,33443.0
New_York,TPL_BI,2017-11,2019-11,0,33960.0
New_York,TPL_BI,2017-11,2020-11,0,17944.0
New_York,TPL_BI,2017-11,2021-11,0,4894.0
New_York,TPL_BI,2017-12,2018-03,1,5512.0
New_York,TPL_BI,2017-12,2018-12,0,7512.0
New_York,TPL_BI,2017-12,2019-12,0,3795.0
New_York,TPL_BI,2017-12,2020-12,0,5142.0
New_York,TPL_BI,2017-12,2021-12,0,1998.0
New_York,TPL_BI,2018-01,2018-04,2,42816.0
New_York,TPL_BI,2018-01,2019-01,0,30795.0
New_York,TPL_BI,2018-01,2020-01,0,42941.0
New_York,TPL_BI,2018-01,2021-01,0,32363.0
New_York,TPL_BI,2018-01,2022-01,0,9022.0
New_York,TPL_BI,2018-02,2018-05,1,1127.0
New_York,TPL_BI,2018-02,2019-02,0,1016.0
New_York,TPL_BI,2018-02,2020-02,0,1049.0
New_York,TPL_BI,2018-02,2021-02,0,963.0
New_York,TPL_BI,2018-02,2022-02,0,414.0
New_York,TPL_BI,2018-03,2018-06,1,14369.0
