origin,development,reportedCount,closedPaidCount,Paid,Incurred
2008-01,2011-09,40.0,31.0,3651395.562282,3651395.562282
2008-01,2011-10,27.0,18.0,2434385.757671,2434385.757671
2008-01,2011-11,19.0,15.0,806147.897063,806147.897063
2008-01,2011-12,13.0,11.0,1128002.241165,1128002.241165
2008-01,2012-01,6.0,6.0,317472.619664,317472.619664
2008-01,2012-02,6.0,4.0,26873.221313000002,26873.221313000002
2008-01,2012-03,8.0,8.0,75318.05324000001,75318.05324000001
2008-01,2012-04,9.0,7.0,54505.399964000004,54505.399964000004
2008-01,2012-05,6.0,6.0,40676.115005,40676.115005
2008-01,2012-06,1.0,1.0,10118.6033,10118.6033
2008-01,2012-07,3.0,2.0,11607.561736,11607.561736
2008-01,2012-08,3.0,3.0,23143.087335999997,23143.087335999997
2008-01,2012-09,1.0,1.0,7000.0,7000.0
2008-01,2012-10,5.0,5.0,42680.332727,42680.332727
2008-01,2012-11,4.0,4.0,30727.022825,30727.022825
2008-01,2013-01,6.0,6.0,35182.69006,35182.69006
2008-01,2013-02,4.0,3.0,11722.264202999999,11722.264202999999
2008-01,2013-03,2.0,2.0,19491.773256,19491.773256
2008-01,2013-04,2.0,2.0,8390.432613,8390.432613
2008-01,2013-07,1.0,1.0,1578.971749,1578.971749
2008-01,2013-08,3.0,3.0,29980.600067,29980.600067
2008-01,2013-09,3.0,3.0,34636.95681,34636.95681
2008-01,2013-11,1.0,1.0,5932.496097,5932.496097
2008-01,2013-12,2.0,2.0,22936.033691,22936.033691
2008-01,2014-02,1.0,1.0,8351.518321,8351.518321
2008-01,2014-04,4.0,4.0,21563.293691,21563.293691
2008-01,2014-06,1.0,1.0,13274.48413,13274.48413
2008-01,2014-07,1.0,1.0,6905.158619,6905.158619
2008-01,2014-08,1.0,1.0,7051.450295000001,7051.450295000001
2008-01,2014-12,1.0,1.0,19000.0,19000.0
2008-01,2015-05,1.0,1.0,4751.868062,4751.868062
2008-01,2015-06,1.0,1.0,7000.0,7000.0
2008-01,2015-07,1.0,1.0,19000.0,19000.0
2008-01,2015-08,1.0,1.0,5182.60652,5182.60652
2008-01,2016-04,2.0,2.0,12411.369291,12411.369291
2008-01,2017-06,1.0,1.0,7000.0,7000.0
2009-01,2009-02,4.0,3.0,24326.814664999998,24326.814664999998
2009-01,2009-03,10.0,10.0,80376.045998,80376.045998
2009-01,2009-04,22.0,21.0,136856.648098,136856.648098
2009-01,2009-05,27.0,23.0,175736.898977,175736.898977
2009-01,2009-06,39.0,35.0,297690.33713999996,297690.33713999996
2009-01,2009-07,50.0,45.0,358624.07046799996,358624.07046799996
2009-01,2009-08,53.0,43.0,325461.635602,325461.635602
2009-01,2009-09,71.0,69.0,529831.969293,529831.969293
2009-01,2009-10,83.0,72.0,540216.723927,540216.723927
2009-01,2009-11,85.0,77.0,556830.6684427,556830.6684427
2009-01,2009-12,99.0,88.0,583433.2114040001,583433.2114040001
2009-01,2010-01,116.0,103.0,767192.9986919999,767192.9986919999
2009-01,2010-02,85.0,73.0,485974.5125788,485974.5125788
2009-01,2010-03,103.0,95.0,703856.0760860002,703856.0760860002
2009-01,2010-04,100.0,94.0,788755.098358,788755.098358
2009-01,2010-05,119.0,108.0,875942.3647375999,875942.3647375999
2009-01,2010-06,95.0,92.0,714801.3400389999,714801.3400389999
2009-01,2010-07,91.0,83.0,598504.0874239999,598504.0874239999
2009-01,2010-08,72.0,69.0,423752.86117930006,423752.86117930006
2009-01,2010-09,66.0,56.0,361921.3865862,361921.3865862
2009-01,2010-10,81.0,71.0,559652.3674037,559652.3674037
2009-01,2010-11,68.0,61.0,634659.052995,634659.052995
2009-01,2010-12,67.0,58.0,478529.4608971001,478529.4608971001
2009-01,2011-01,50.0,48.0,471259.13713399996,471259.13713399996
2009-01,2011-02,59.0,54.0,1647276.5175129997,1647276.5175129997
2009-01,2011-03,73.0,61.0,1521687.7773714997,1521687.7773714997
2009-01,2011-04,61.0,54.0,1757109.8695021002,1757109.8695021002
2009-01,2011-05,67.0,47.0,3142083.742398001,3142083.742398001
2009-01,2011-06,56.0,42.0,4045939.007119,4045939.007119
2009-01,2011-07,72.0,63.0,5090424.358894301,5090424.358894301
2009-01,2011-08,96.0,80.0,8524773.5293185,8524773.5293185
2009-01,2011-09,109.0,78.0,8998482.352188101,8998482.352188101
2009-01,2011-10,118.0,88.0,9623510.450386003,9623510.450386003
2009-01,2011-11,130.0,101.0,13236593.735913,13236593.735913
2009-01,2011-12,127.0,94.0,11664284.483729001,11664284.483729001
2009-01,2012-01,103.0,79.0,11112096.073212001,11112096.073212001
2009-01,2012-02,110.0,77.0,10041070.347708998,10041070.347708998
2009-01,2012-03,114.0,84.0,10423772.514431,10423772.514431
2009-01,2012-04,100.0,72.0,11594185.624932999,11594185.624932999
2009-01,2012-05,91.0,62.0,7894366.1444689995,7894366.1444689995
2009-01,2012-06,64.0,43.0,6431453.71211,6431453.71211
2009-01,2012-07,58.0,50.0,6561179.122235,6561179.122235
2009-01,2012-08,59.0,37.0,6370336.513739,6370336.513739
2009-01,2012-09,31.0,21.0,2442785.4511979995,2442785.4511979995
2009-01,2012-10,27.0,23.0,2164221.4528972,2164221.4528972
2009-01,2012-11,16.0,13.0,1056090.131943,1056090.131943
2009-01,2012-12,9.0,9.0,152880.233772,152880.233772
2009-01,2013-01,7.0,7.0,31965.269690499998,31965.269690499998
2009-01,2013-02,4.0,4.0,295714.53543600003,295714.53543600003
2009-01,2013-03,11.0,8.0,51422.895883,51422.895883
2009-01,2013-04,8.0,8.0,52724.4441054,52724.4441054
2009-01,2013-05,7.0,6.0,45404.464826,45404.464826
2009-01,2013-06,3.0,3.0,20357.031655000003,20357.031655000003
2009-01,2013-07,6.0,5.0,25607.355442,25607.355442
2009-01,2013-08,4.0,4.0,30396.154054,30396.154054
2009-01,2013-09,2.0,1.0,3462.412866,3462.412866
2009-01,2013-10,5.0,4.0,18329.878692,18329.878692
2009-01,2013-11,4.0,4.0,31737.059878,31737.059878
2009-01,2013-12,2.0,2.0,21549.657455,21549.657455
2009-01,2014-01,1.0,1.0,12265.58753,12265.58753
2009-01,2014-02,2.0,2.0,7254.649009000001,7254.649009000001
2009-01,2014-03,2.0,2.0,14735.452863,14735.452863
2009-01,2014-04,1.0,1.0,4555.892746,4555.892746
2009-01,2014-05,1.0,1.0,3911.686172,3911.686172
2009-01,2014-06,1.0,1.0,17247.27314,17247.27314
2009-01,2014-07,1.0,1.0,12347.91746,12347.91746
2009-01,2014-08,4.0,4.0,23092.780648,23092.780648
2009-01,2014-09,1.0,1.0,2222.591893,2222.591893
2009-01,2015-04,2.0,1.0,1656.505479,1656.505479
2009-01,2015-06,1.0,1.0,2041.114146,2041.114146
2009-01,2015-09,2.0,2.0,28594.42227,28594.42227
2009-01,2015-10,1.0,1.0,7000.0,7000.0
2009-01,2016-03,1.0,1.0,7000.0,7000.0
2009-01,2016-07,1.0,,,
2009-01,2017-04,1.0,1.0,5349.086903,5349.086903
2010-01,2010-02,3.0,3.0,22192.478687000003,22192.478687000003
2010-01,2010-03,12.0,11.0,84802.181881,84802.181881
2010-01,2010-04,14.0,14.0,148299.1699,148299.1699
2010-01,2010-05,33.0,30.0,200733.03506300002,200733.03506300002
2010-01,2010-06,42.0,35.0,208236.7287327,208236.7287327
2010-01,2010-07,60.0,54.0,456691.8190364,456691.8190364
2010-01,2010-08,70.0,59.0,519691.22686170007,519691.22686170007
2010-01,2010-09,84.0,79.0,604945.6547448001,604945.6547448001
2010-01,2010-10,78.0,72.0,484187.78854250006,484187.78854250006
2010-01,2010-11,96.0,82.0,632780.962596,632780.962596
2010-01,2010-12,113.0,96.0,704760.2128954999,704760.2128954999
2010-01,2011-01,119.0,102.0,814444.7519664,814444.7519664
2010-01,2011-02,97.0,86.0,640154.3255388999,640154.3255388999
2010-01,2011-03,112.0,104.0,816333.308456,816333.308456
2010-01,2011-04,122.0,112.0,890597.6076352001,890597.6076352001
2010-01,2011-05,101.0,92.0,745793.524303,745793.524303
2010-01,2011-06,91.0,81.0,586407.5746053001,586407.5746053001
2010-01,2011-07,87.0,77.0,604059.7589065,604059.7589065
2010-01,2011-08,79.0,72.0,539012.3487482001,539012.3487482001
2010-01,2011-09,78.0,68.0,547184.8418277,547184.8418277
2010-01,2011-10,80.0,70.0,1055450.3824530998,1055450.3824530998
2010-01,2011-11,59.0,57.0,501031.91769800003,501031.91769800003
2010-01,2011-12,77.0,71.0,588985.530935,588985.530935
2010-01,2012-01,84.0,78.0,1297282.2574132998,1297282.2574132998
2010-01,2012-02,61.0,52.0,1232999.212248,1232999.212248
2010-01,2012-03,74.0,67.0,2276618.1856084997,2276618.1856084997
2010-01,2012-04,72.0,57.0,1789552.7874750001,1789552.7874750001
2010-01,2012-05,70.0,57.0,3719661.5653129,3719661.5653129
2010-01,2012-06,99.0,74.0,4295246.903768,4295246.903768
2010-01,2012-07,86.0,65.0,5120118.1832873,5120118.1832873
2010-01,2012-08,105.0,79.0,7224881.261737,7224881.261737
2010-01,2012-09,93.0,65.0,5819876.914712001,5819876.914712001
2010-01,2012-10,100.0,72.0,7528982.674555001,7528982.674555001
2010-01,2012-11,103.0,80.0,10201992.348857999,10201992.348857999
2010-01,2012-12,108.0,83.0,11306053.169725,11306053.169725
2010-01,2013-01,135.0,101.0,15476500.301991,15476500.301991
2010-01,2013-02,99.0,72.0,9001665.519388998,9001665.519388998
2010-01,2013-03,123.0,91.0,11725605.825486,11725605.825486
2010-01,2013-04,106.0,72.0,10242504.131826,10242504.131826
2010-01,2013-05,92.0,74.0,10618602.425847001,10618602.425847001
2010-01,2013-06,79.0,58.0,7433985.9684262,7433985.9684262
2010-01,2013-07,56.0,47.0,7475057.1811506,7475057.1811506
2010-01,2013-08,55.0,42.0,6116191.571226,6116191.571226
2010-01,2013-09,44.0,31.0,3595327.1073451997,3595327.1073451997
2010-01,2013-10,28.0,22.0,2584875.058493,2584875.058493
2010-01,2013-11,24.0,22.0,1979547.624516,1979547.624516
2010-01,2013-12,19.0,15.0,589680.46874,589680.46874
2010-01,2014-01,15.0,13.0,119130.79211400001,119130.79211400001
2010-01,2014-02,2.0,2.0,13248.866623,13248.866623
2010-01,2014-03,7.0,7.0,74152.929302,74152.929302
2010-01,2014-04,8.0,8.0,73547.340893,73547.340893
2010-01,2014-05,10.0,9.0,57667.875344,57667.875344
2010-01,2014-06,5.0,5.0,27694.390061000006,27694.390061000006
2010-01,2014-07,6.0,6.0,46271.125512,46271.125512
2010-01,2014-08,5.0,5.0,38644.000529,38644.000529
2010-01,2014-09,4.0,3.0,6774.0223658,6774.0223658
2010-01,2014-10,6.0,6.0,56907.252677,56907.252677
2010-01,2014-11,4.0,3.0,15184.845737000001,15184.845737000001
2010-01,2014-12,7.0,6.0,62644.193703,62644.193703
2010-01,2015-01,1.0,1.0,8365.787771,8365.787771
2010-01,2015-03,6.0,5.0,35637.752309999996,35637.752309999996
2010-01,2015-04,5.0,4.0,16363.7144686,16363.7144686
2010-01,2015-06,2.0,2.0,30254.175909999998,30254.175909999998
2010-01,2015-08,1.0,1.0,10027.42636,10027.42636
2010-01,2015-09,3.0,3.0,20663.718512,20663.718512
2010-01,2015-10,3.0,3.0,24368.511522,24368.511522
2010-01,2016-01,2.0,2.0,12139.267537,12139.267537
2010-01,2016-02,1.0,1.0,19000.0,19000.0
2010-01,2016-04,2.0,2.0,16734.589225,16734.589225
2010-01,2016-05,1.0,1.0,5786.159693,5786.159693
2010-01,2016-09,1.0,1.0,5918.473408,5918.473408
2010-01,2016-11,1.0,1.0,7000.0,7000.0
2010-01,2016-12,1.0,1.0,5852.411423,5852.411423
2010-01,2017-04,1.0,1.0,2695.500913,2695.500913
2010-01,2017-09,1.0,1.0,7894.971774,7894.971774
2011-01,2011-02,4.0,4.0,24933.634889,24933.634889
2011-01,2011-03,9.0,9.0,60404.33205570001,60404.33205570001
2011-01,2011-04,18.0,17.0,107197.61808799999,107197.61808799999
2011-01,2011-05,32.0,28.0,233345.89616499998,233345.89616499998
2011-01,2011-06,41.0,39.0,268904.2605,268904.2605
2011-01,2011-07,61.0,57.0,401595.18608,401595.18608
2011-01,2011-08,67.0,59.0,530489.997271,530489.997271
2011-01,2011-09,83.0,74.0,501835.9029812,501835.9029812
2011-01,2011-10,86.0,74.0,513132.913397,513132.913397
2011-01,2011-11,106.0,101.0,781921.386985,781921.386985
2011-01,2011-12,99.0,89.0,701470.8478812,701470.8478812
2011-01,2012-01,130.0,115.0,890804.528992,890804.528992
2011-01,2012-02,113.0,103.0,851482.5064399,851482.5064399
2011-01,2012-03,120.0,108.0,777680.4809280001,777680.4809280001
2011-01,2012-04,117.0,102.0,1008484.294562,1008484.294562
2011-01,2012-05,101.0,89.0,596982.1461535,596982.1461535
2011-01,2012-06,106.0,96.0,785700.3366055,785700.3366055
2011-01,2012-07,91.0,81.0,655744.9959750001,655744.9959750001
2011-01,2012-08,102.0,95.0,696571.9527090001,696571.9527090001
2011-01,2012-09,90.0,78.0,680725.7047409001,680725.7047409001
2011-01,2012-10,97.0,88.0,677389.838846,677389.838846
2011-01,2012-11,64.0,59.0,490390.38301900006,490390.38301900006
2011-01,2012-12,83.0,73.0,945954.832465,945954.832465
2011-01,2013-01,81.0,68.0,1122672.8978690002,1122672.8978690002
2011-01,2013-02,59.0,52.0,1851036.8872689996,1851036.8872689996
2011-01,2013-03,56.0,48.0,899509.3687039999,899509.3687039999
2011-01,2013-04,64.0,53.0,1702260.673053,1702260.673053
2011-01,2013-05,79.0,62.0,3582882.256408,3582882.256408
2011-01,2013-06,81.0,66.0,5331703.239552,5331703.239552
2011-01,2013-07,99.0,68.0,5225727.782626,5225727.782626
2011-01,2013-08,116.0,87.0,6785510.587742002,6785510.587742002
2011-01,2013-09,113.0,87.0,8506085.833926998,8506085.833926998
2011-01,2013-10,103.0,83.0,11021458.462005999,11021458.462005999
2011-01,2013-11,119.0,85.0,10324961.343396002,10324961.343396002
2011-01,2013-12,137.0,90.0,11702817.3651202,11702817.3651202
2011-01,2014-01,110.0,88.0,12692389.321679998,12692389.321679998
2011-01,2014-02,101.0,63.0,7393560.935184998,7393560.935184998
2011-01,2014-03,101.0,77.0,11431013.55439,11431013.55439
2011-01,2014-04,102.0,79.0,11439209.353514,11439209.353514
2011-01,2014-05,94.0,70.0,9328851.395853,9328851.395853
2011-01,2014-06,64.0,52.0,6473384.0430417,6473384.0430417
2011-01,2014-07,69.0,49.0,6381945.272592999,6381945.272592999
2011-01,2014-08,57.0,44.0,5097188.0437819995,5097188.0437819995
2011-01,2014-09,37.0,27.0,3492770.8848289996,3492770.8848289996
2011-01,2014-10,39.0,30.0,3288215.029656,3288215.029656
2011-01,2014-11,19.0,17.0,2309751.8369429996,2309751.8369429996
2011-01,2014-12,15.0,9.0,844862.4259829998,844862.4259829998
2011-01,2015-01,10.0,8.0,335629.098815,335629.098815
2011-01,2015-02,9.0,8.0,50466.91446000001,50466.91446000001
2011-01,2015-03,9.0,8.0,60748.707389,60748.707389
2011-01,2015-04,5.0,5.0,29769.789302,29769.789302
2011-01,2015-05,8.0,8.0,51247.01867899999,51247.01867899999
2011-01,2015-06,2.0,2.0,22380.24465,22380.24465
2011-01,2015-07,4.0,4.0,23877.106918999998,23877.106918999998
2011-01,2015-08,8.0,7.0,72278.522573,72278.522573
2011-01,2015-09,8.0,8.0,63465.79697000001,63465.79697000001
2011-01,2015-10,3.0,3.0,26128.125781000002,26128.125781000002
2011-01,2015-11,5.0,5.0,35426.082156000004,35426.082156000004
2011-01,2015-12,1.0,1.0,3298.677356,3298.677356
2011-01,2016-01,2.0,2.0,10717.789818000001,10717.789818000001
2011-01,2016-02,4.0,4.0,41864.86743,41864.86743
2011-01,2016-03,4.0,4.0,29560.679192900003,29560.679192900003
2011-01,2016-05,3.0,3.0,27689.634704,27689.634704
2011-01,2016-06,3.0,2.0,22594.615119000002,22594.615119000002
2011-01,2016-07,3.0,3.0,8586.6326974,8586.6326974
2011-01,2016-08,4.0,3.0,37348.678914000004,37348.678914000004
2011-01,2016-09,3.0,3.0,22122.313895,22122.313895
2011-01,2016-10,1.0,1.0,4684.31975,4684.31975
2011-01,2016-11,1.0,1.0,3364.271744,3364.271744
2011-01,2016-12,4.0,4.0,21296.8697918,21296.8697918
2011-01,2017-01,1.0,1.0,4287.447633,4287.447633
2011-01,2017-02,3.0,3.0,18459.818138000002,18459.818138000002
2011-01,2017-03,3.0,3.0,21833.460868000002,21833.460868000002
2011-01,2017-05,1.0,1.0,8618.973329,8618.973329
2011-01,2017-07,1.0,1.0,2975.9086,2975.9086
2011-01,2017-10,1.0,1.0,4214.101320000001,4214.101320000001
2011-01,2017-12,2.0,2.0,12831.808142999998,12831.808142999998
2012-01,2012-02,5.0,3.0,18794.078501,18794.078501
2012-01,2012-03,14.0,14.0,98319.58953999999,98319.58953999999
2012-01,2012-04,28.0,24.0,165689.365207,165689.365207
2012-01,2012-05,43.0,41.0,296864.998459,296864.998459
2012-01,2012-06,53.0,48.0,335642.53675400006,335642.53675400006
2012-01,2012-07,50.0,45.0,320954.3956441,320954.3956441
2012-01,2012-08,72.0,64.0,529732.5632527,529732.5632527
2012-01,2012-09,86.0,80.0,592985.1770622,592985.1770622
2012-01,2012-10,105.0,89.0,686688.8558659999,686688.8558659999
2012-01,2012-11,102.0,89.0,686447.0319808999,686447.0319808999
2012-01,2012-12,115.0,108.0,851916.9447399,851916.9447399
2012-01,2013-01,153.0,139.0,1044212.3274656001,1044212.3274656001
2012-01,2013-02,131.0,118.0,954472.3785499999,954472.3785499999
2012-01,2013-03,120.0,100.0,754189.1989347001,754189.1989347001
2012-01,2013-04,116.0,100.0,700490.1491473999,700490.1491473999
2012-01,2013-05,111.0,102.0,813956.013466,813956.013466
2012-01,2013-06,118.0,103.0,735316.7034029,735316.7034029
2012-01,2013-07,124.0,113.0,843443.4660535001,843443.4660535001
2012-01,2013-08,90.0,83.0,610979.771313,610979.771313
2012-01,2013-09,99.0,91.0,765073.1086389001,765073.1086389001
2012-01,2013-10,96.0,88.0,900175.262249,900175.262249
2012-01,2013-11,77.0,68.0,524305.875585,524305.875585
2012-01,2013-12,73.0,69.0,770528.4434100002,770528.4434100002
2012-01,2014-01,68.0,60.0,782861.5621068999,782861.5621068999
2012-01,2014-02,58.0,54.0,789992.884995,789992.884995
2012-01,2014-03,56.0,48.0,1103368.8974420002,1103368.8974420002
2012-01,2014-04,66.0,56.0,2186601.52868,2186601.52868
2012-01,2014-05,85.0,71.0,3443065.5336416997,3443065.5336416997
2012-01,2014-06,78.0,66.0,4221422.696428,4221422.696428
2012-01,2014-07,103.0,86.0,7178964.7902770005,7178964.7902770005
2012-01,2014-08,105.0,87.0,7656784.764994999,7656784.764994999
2012-01,2014-09,98.0,73.0,5590089.840403,5590089.840403
2012-01,2014-10,113.0,87.0,8982026.621334,8982026.621334
2012-01,2014-11,96.0,72.0,8261695.970064799,8261695.970064799
2012-01,2014-12,140.0,106.0,13596468.902139999,13596468.902139999
2012-01,2015-01,114.0,85.0,10329704.909071,10329704.909071
2012-01,2015-02,112.0,70.0,8257640.346165,8257640.346165
2012-01,2015-03,120.0,85.0,9321772.394923,9321772.394923
2012-01,2015-04,85.0,64.0,8861008.716086,8861008.716086
2012-01,2015-05,90.0,65.0,8026074.785610999,8026074.785610999
2012-01,2015-06,79.0,68.0,11510952.112151999,11510952.112151999
2012-01,2015-07,65.0,44.0,5959512.547269,5959512.547269
2012-01,2015-08,49.0,35.0,4613599.166887,4613599.166887
2012-01,2015-09,43.0,33.0,3586088.9190019993,3586088.9190019993
2012-01,2015-10,26.0,20.0,2294259.221277,2294259.221277
2012-01,2015-11,28.0,19.0,1359514.6469791,1359514.6469791
2012-01,2015-12,6.0,5.0,203734.30469699999,203734.30469699999
2012-01,2016-01,6.0,3.0,15753.578835,15753.578835
2012-01,2016-02,2.0,1.0,4825.817052,4825.817052
2012-01,2016-03,6.0,6.0,35572.887800000004,35572.887800000004
2012-01,2016-04,8.0,8.0,47025.437821,47025.437821
2012-01,2016-05,6.0,5.0,43406.27463299999,43406.27463299999
2012-01,2016-06,8.0,8.0,79811.940412,79811.940412
2012-01,2016-07,9.0,9.0,63600.3072575,63600.3072575
2012-01,2016-08,5.0,5.0,46519.756172,46519.756172
2012-01,2016-09,3.0,3.0,21303.38945,21303.38945
2012-01,2016-10,4.0,3.0,11012.139648,11012.139648
2012-01,2016-11,10.0,9.0,58720.963899,58720.963899
2012-01,2016-12,6.0,6.0,42153.387526000006,42153.387526000006
2012-01,2017-01,3.0,3.0,30589.656750000002,30589.656750000002
2012-01,2017-02,2.0,2.0,6840.626511,6840.626511
2012-01,2017-03,1.0,1.0,7168.640275,7168.640275
2012-01,2017-04,5.0,4.0,37329.362031,37329.362031
2012-01,2017-05,4.0,3.0,21325.172999,21325.172999
2012-01,2017-06,5.0,5.0,42416.968478,42416.968478
2012-01,2017-07,1.0,1.0,14000.0,14000.0
2012-01,2017-08,3.0,3.0,30497.07256,30497.07256
2012-01,2017-09,2.0,2.0,8423.825983,8423.825983
2012-01,2017-10,3.0,3.0,12509.59841,12509.59841
2012-01,2017-11,3.0,3.0,13281.714657,13281.714657
2012-01,2017-12,1.0,1.0,7000.0,7000.0
2013-01,2013-02,8.0,7.0,70958.92920740001,70958.92920740001
2013-01,2013-03,12.0,10.0,99628.008281,99628.008281
2013-01,2013-04,32.0,30.0,238991.37516909995,238991.37516909995
2013-01,2013-05,30.0,27.0,180138.45808,180138.45808
2013-01,2013-06,47.0,41.0,302213.4777931,302213.4777931
2013-01,2013-07,71.0,63.0,477223.596123,477223.596123
2013-01,2013-08,105.0,88.0,585963.1663861001,585963.1663861001
2013-01,2013-09,100.0,91.0,648734.4119940001,648734.4119940001
2013-01,2013-10,92.0,79.0,637203.114079,637203.114079
2013-01,2013-11,104.0,89.0,682368.1174048999,682368.1174048999
2013-01,2013-12,141.0,126.0,966200.5485955998,966200.5485955998
2013-01,2014-01,105.0,99.0,730905.1228104999,730905.1228104999
2013-01,2014-02,114.0,106.0,788040.703507,788040.703507
2013-01,2014-03,140.0,126.0,933861.3398200001,933861.3398200001
2013-01,2014-04,134.0,123.0,850819.2561411,850819.2561411
2013-01,2014-05,138.0,120.0,927019.4125334,927019.4125334
2013-01,2014-06,110.0,100.0,711364.6085604001,711364.6085604001
2013-01,2014-07,139.0,122.0,1126966.3090265002,1126966.3090265002
2013-01,2014-08,112.0,98.0,742502.6950172,742502.6950172
2013-01,2014-09,95.0,84.0,590940.2646994,590940.2646994
2013-01,2014-10,119.0,112.0,888117.3818486999,888117.3818486999
2013-01,2014-11,88.0,82.0,706265.5888936999,706265.5888936999
2013-01,2014-12,98.0,84.0,721315.6878688,721315.6878688
2013-01,2015-01,86.0,79.0,986138.8997447,986138.8997447
2013-01,2015-02,56.0,51.0,988148.6702538001,988148.6702538001
2013-01,2015-03,65.0,59.0,1225893.0743449999,1225893.0743449999
2013-01,2015-04,76.0,65.0,2064617.3841780997,2064617.3841780997
2013-01,2015-05,66.0,50.0,3226127.9511249997,3226127.9511249997
2013-01,2015-06,73.0,53.0,3337927.4345003003,3337927.4345003003
2013-01,2015-07,109.0,92.0,7487120.296808998,7487120.296808998
2013-01,2015-08,99.0,75.0,5812563.306537998,5812563.306537998
2013-01,2015-09,109.0,98.0,7699735.554715301,7699735.554715301
2013-01,2015-10,145.0,118.0,14291755.567268,14291755.567268
2013-01,2015-11,115.0,78.0,9297106.246473001,9297106.246473001
2013-01,2015-12,146.0,114.0,13393626.732327,13393626.732327
2013-01,2016-01,109.0,77.0,10176091.71455,10176091.71455
2013-01,2016-02,107.0,84.0,11081350.528634999,11081350.528634999
2013-01,2016-03,106.0,72.0,9348480.053141,9348480.053141
2013-01,2016-04,88.0,68.0,8782364.876868,8782364.876868
2013-01,2016-05,92.0,71.0,8332326.8643040005,8332326.8643040005
2013-01,2016-06,71.0,61.0,7631190.472691,7631190.472691
2013-01,2016-07,50.0,38.0,5444235.056732,5444235.056732
2013-01,2016-08,69.0,51.0,6958136.5139022,6958136.5139022
2013-01,2016-09,49.0,38.0,4240059.065147,4240059.065147
2013-01,2016-10,37.0,31.0,2547623.839722,2547623.839722
2013-01,2016-11,18.0,15.0,893023.0264039999,893023.0264039999
2013-01,2016-12,24.0,21.0,1256927.077338,1256927.077338
2013-01,2017-01,12.0,9.0,65875.866878,65875.866878
2013-01,2017-02,8.0,8.0,49276.243262,49276.243262
2013-01,2017-03,9.0,8.0,76963.405478,76963.405478
2013-01,2017-04,11.0,11.0,95595.75624799999,95595.75624799999
2013-01,2017-05,6.0,6.0,66386.070242,66386.070242
2013-01,2017-06,5.0,5.0,44070.197828000004,44070.197828000004
2013-01,2017-07,12.0,10.0,81623.175278,81623.175278
2013-01,2017-08,2.0,2.0,13540.121014,13540.121014
2013-01,2017-09,3.0,3.0,16310.835649,16310.835649
2013-01,2017-10,5.0,4.0,25538.965302999997,25538.965302999997
